locus_tag,go_id,go_name,namespace,namespace_name,uniprot_accession,uniprot_gene_names,uniprot_protein_name
PA4956,GO:0016783,sulfurtransferase activity,MF,Molecular Function,Q9HUK9,rhdA PA4956,Thiosulfate sulfurtransferase (TST) (EC 2.8.1.1) (Rhodanese RhdA) (Thiosulfate:cyanide sulfurtransferase)
PA4956,GO:0004792,thiosulfate-cyanide sulfurtransferase activity,MF,Molecular Function,Q9HUK9,rhdA PA4956,Thiosulfate sulfurtransferase (TST) (EC 2.8.1.1) (Rhodanese RhdA) (Thiosulfate:cyanide sulfurtransferase)
PA4956,GO:0005737,cytoplasm,CC,Cellular Component,Q9HUK9,rhdA PA4956,Thiosulfate sulfurtransferase (TST) (EC 2.8.1.1) (Rhodanese RhdA) (Thiosulfate:cyanide sulfurtransferase)
PA4872,GO:0006107,oxaloacetate metabolic process,BP,Biological Process,Q9HUU1,PA4872,Oxaloacetate decarboxylase (EC 4.1.1.112)
PA4872,GO:0019629,"propionate catabolic process, 2-methylcitrate cycle",BP,Biological Process,Q9HUU1,PA4872,Oxaloacetate decarboxylase (EC 4.1.1.112)
PA4872,GO:0042866,pyruvate biosynthetic process,BP,Biological Process,Q9HUU1,PA4872,Oxaloacetate decarboxylase (EC 4.1.1.112)
PA4872,GO:0000287,magnesium ion binding,MF,Molecular Function,Q9HUU1,PA4872,Oxaloacetate decarboxylase (EC 4.1.1.112)
PA4872,GO:0046421,methylisocitrate lyase activity,MF,Molecular Function,Q9HUU1,PA4872,Oxaloacetate decarboxylase (EC 4.1.1.112)
PA4872,GO:0008948,oxaloacetate decarboxylase activity,MF,Molecular Function,Q9HUU1,PA4872,Oxaloacetate decarboxylase (EC 4.1.1.112)
PA4235,GO:0006879,intracellular iron ion homeostasis,BP,Biological Process,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4235,GO:0006826,iron ion transport,BP,Biological Process,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4235,GO:0008199,ferric iron binding,MF,Molecular Function,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4235,GO:0004322,ferroxidase activity,MF,Molecular Function,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4235,GO:0005506,iron ion binding,MF,Molecular Function,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4235,GO:0140315,iron ion sequestering activity,MF,Molecular Function,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4235,GO:0005829,cytosol,CC,Cellular Component,Q9HWF9,ftnA bfrA PA4235,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin alpha subunit) (BFR alpha subunit) (Nonheme-iron-containing cytochrome b557)
PA4209,GO:0032259,methylation,BP,Biological Process,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:0106220,pyocyanine biosynthetic process,BP,Biological Process,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:0102168,5-methyl-phenazine-1-carboxylate N-methyltransferase activity,MF,Molecular Function,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:0042802,identical protein binding,MF,Molecular Function,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:0008171,O-methyltransferase activity,MF,Molecular Function,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:0042803,protein homodimerization activity,MF,Molecular Function,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:1904047,S-adenosyl-L-methionine binding,MF,Molecular Function,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA4209,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,MF,Molecular Function,Q9HWH2,phzM PA4209,Phenazine-1-carboxylate N-methyltransferase (EC 2.1.1.327)
PA3455,GO:0006797,polyphosphate metabolic process,BP,Biological Process,Q9HYF1,PA3455,Polyphosphate:AMP phosphotransferase (PAP) (EC 2.7.4.33) (Polyphosphate kinase PPK2 3)
PA3455,GO:0042802,identical protein binding,MF,Molecular Function,Q9HYF1,PA3455,Polyphosphate:AMP phosphotransferase (PAP) (EC 2.7.4.33) (Polyphosphate kinase PPK2 3)
PA3455,GO:0016301,kinase activity,MF,Molecular Function,Q9HYF1,PA3455,Polyphosphate:AMP phosphotransferase (PAP) (EC 2.7.4.33) (Polyphosphate kinase PPK2 3)
PA3455,GO:0043751,polyphosphate:AMP phosphotransferase activity,MF,Molecular Function,Q9HYF1,PA3455,Polyphosphate:AMP phosphotransferase (PAP) (EC 2.7.4.33) (Polyphosphate kinase PPK2 3)
PA2939,GO:0015628,protein secretion by the type II secretion system,BP,Biological Process,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2939,GO:0043952,protein transport by the Sec complex,BP,Biological Process,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2939,GO:0006508,proteolysis,BP,Biological Process,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2939,GO:0004177,aminopeptidase activity,MF,Molecular Function,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2939,GO:0046872,metal ion binding,MF,Molecular Function,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2939,GO:0008235,metalloexopeptidase activity,MF,Molecular Function,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2939,GO:0005576,extracellular region,CC,Cellular Component,Q9HZQ8,lap PA2939,Aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (PaAP) [Cleaved into: Aminopeptidase AP58; Aminopeptidase AP56; Aminopeptidase AP28]
PA2783,GO:0097264,self proteolysis,BP,Biological Process,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0004175,endopeptidase activity,MF,Molecular Function,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0016798,"hydrolase activity, acting on glycosyl bonds",MF,Molecular Function,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0046872,metal ion binding,MF,Molecular Function,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0008237,metallopeptidase activity,MF,Molecular Function,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0009279,cell outer membrane,CC,Cellular Component,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0005615,extracellular space,CC,Cellular Component,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2783,GO:0019867,outer membrane,CC,Cellular Component,Q9I060,mep72 PA2783,Peptidyl-Asp metalloendopeptidase (EC 3.4.24.33) (Biofilm-associated metzincin protease) (Metalloendopeptidase Mep72)
PA2689,GO:0052689,carboxylic ester hydrolase activity,MF,Molecular Function,Q9I0F2,pfeE PA2689,Iron(III) enterobactin esterase (EC 3.1.1.108)
PA2689,GO:0016788,"hydrolase activity, acting on ester bonds",MF,Molecular Function,Q9I0F2,pfeE PA2689,Iron(III) enterobactin esterase (EC 3.1.1.108)
PA2689,GO:0042597,periplasmic space,CC,Cellular Component,Q9I0F2,pfeE PA2689,Iron(III) enterobactin esterase (EC 3.1.1.108)
PA2543,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,BP,Biological Process,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2543,GO:0051205,protein insertion into membrane,BP,Biological Process,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2543,GO:0089705,protein localization to outer membrane,BP,Biological Process,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2543,GO:0009306,protein secretion,BP,Biological Process,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2543,GO:0032977,membrane insertase activity,MF,Molecular Function,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2543,GO:0009279,cell outer membrane,CC,Cellular Component,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2543,GO:0097347,TAM protein secretion complex,CC,Cellular Component,Q9I0U1,tamA PA2543,Translocation and assembly module subunit TamA (TAM module subunit TamA) (Outer membrane protein insertase TamA) (OMP insertase TamA) (PaTamA)
PA2492,GO:0006351,DNA-templated transcription,BP,Biological Process,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0050709,negative regulation of protein secretion,BP,Biological Process,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0045861,negative regulation of proteolysis,BP,Biological Process,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:1900377,negative regulation of secondary metabolite biosynthetic process,BP,Biological Process,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0045893,positive regulation of DNA-templated transcription,BP,Biological Process,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0006355,regulation of DNA-templated transcription,BP,Biological Process,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0001216,DNA-binding transcription activator activity,MF,Molecular Function,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0000976,transcription cis-regulatory region binding,MF,Molecular Function,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2492,GO:0032993,protein-DNA complex,CC,Cellular Component,Q9I0Z0,mexT nfxC PA2492,Transcriptional regulator MexT
PA2390,GO:0002049,pyoverdine biosynthetic process,BP,Biological Process,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2390,GO:0005524,ATP binding,MF,Molecular Function,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2390,GO:0016887,ATP hydrolysis activity,MF,Molecular Function,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2390,GO:0015562,efflux transmembrane transporter activity,MF,Molecular Function,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2390,GO:0022857,transmembrane transporter activity,MF,Molecular Function,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2390,GO:1990281,efflux pump complex,CC,Cellular Component,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2390,GO:0005886,plasma membrane,CC,Cellular Component,Q9I190,pvdT PA2390,Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
PA2272,GO:0071555,cell wall organization,BP,Biological Process,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0000917,division septum assembly,BP,Biological Process,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0043093,FtsZ-dependent cytokinesis,BP,Biological Process,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0009252,peptidoglycan biosynthetic process,BP,Biological Process,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0006508,proteolysis,BP,Biological Process,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0008360,regulation of cell shape,BP,Biological Process,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0008658,penicillin binding,MF,Molecular Function,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0008955,peptidoglycan glycosyltransferase activity,MF,Molecular Function,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,MF,Molecular Function,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA2272,GO:0005886,plasma membrane,CC,Cellular Component,Q9I1K1,pbpC PA2272,"Probable peptidoglycan D,D-transpeptidase PbpC (EC 3.4.16.4) (PBP3x) (Penicillin-binding protein 3 homolog) (PBP3 homolog)"
PA0572,GO:1903237,negative regulation of leukocyte tethering or rolling,BP,Biological Process,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0030163,protein catabolic process,BP,Biological Process,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0015628,protein secretion by the type II secretion system,BP,Biological Process,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0043952,protein transport by the Sec complex,BP,Biological Process,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0006508,proteolysis,BP,Biological Process,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0046872,metal ion binding,MF,Molecular Function,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0008237,metallopeptidase activity,MF,Molecular Function,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0572,GO:0005615,extracellular space,CC,Cellular Component,Q9I5W4,impA PA0572,Immunomodulating metalloprotease (EC 3.4.24.-) (IMPa)
PA0262,GO:0033103,protein secretion by the type VI secretion system,BP,Biological Process,Q9I6M7,vgrG2b PA0262,Type VI secretion system spike protein VgrG2b (Metallopeptidase effector VgrG2b) (EC 3.4.24.-)
PA0262,GO:0016787,hydrolase activity,MF,Molecular Function,Q9I6M7,vgrG2b PA0262,Type VI secretion system spike protein VgrG2b (Metallopeptidase effector VgrG2b) (EC 3.4.24.-)
PA0262,GO:0046872,metal ion binding,MF,Molecular Function,Q9I6M7,vgrG2b PA0262,Type VI secretion system spike protein VgrG2b (Metallopeptidase effector VgrG2b) (EC 3.4.24.-)
PA0262,GO:0005576,extracellular region,CC,Cellular Component,Q9I6M7,vgrG2b PA0262,Type VI secretion system spike protein VgrG2b (Metallopeptidase effector VgrG2b) (EC 3.4.24.-)
PA0262,GO:0033104,type VI protein secretion system complex,CC,Cellular Component,Q9I6M7,vgrG2b PA0262,Type VI secretion system spike protein VgrG2b (Metallopeptidase effector VgrG2b) (EC 3.4.24.-)
PA0176,GO:0009454,aerotaxis,BP,Biological Process,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0006935,chemotaxis,BP,Biological Process,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0052131,positive aerotaxis,BP,Biological Process,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0007165,signal transduction,BP,Biological Process,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0042802,identical protein binding,MF,Molecular Function,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0046872,metal ion binding,MF,Molecular Function,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0004888,transmembrane signaling receptor activity,MF,Molecular Function,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0005737,cytoplasm,CC,Cellular Component,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA0176,GO:0005886,plasma membrane,CC,Cellular Component,Q9I6V6,mcpB aer-2 aer2 tlpG PA0176,Methyl-accepting chemotaxis protein McpB (Aerotaxis transducer Aer2)
PA5241,GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0006995,cellular response to nitrogen starvation,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0016036,cellular response to phosphate starvation,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0009247,glycolipid biosynthetic process,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0006798,polyphosphate catabolic process,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0009372,quorum sensing,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
PA5241,GO:0044010,single-species biofilm formation,BP,Biological Process,Q9ZN70,ppx PA5241,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Polyphosphate:ADP phosphotransferase) (PolyP:ADP phosphotransferase) (EC 2.7.4.1)
